perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,THB,min_price,max_price,,,,
81,Estee Lauder,Modern Muse,https://m.media-amazon.com/images/I/61PASJ1fH1L._AC_UL480_FMwebp_QL65_.jpg,584,239.7,7943.658,100,EDP,Women,Floral,"Patchouli, Amber, Musk, Vanilla, Woody","Tuberose, Lily, Flower Petals, Honeysuckles, Jasmine Sambac, Chinee Jasmine",4.5,AMLAQ,3.9,135,,,,,,,,,
82,CAROLINA HERRERA,Good Girl,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_1_Product_8411061818961-Carolina-Herrera-Good-Girl-Eau-De-Parfum-80ml_b7bf0177d5a498c33eedb72b887730a20c8a7cae_1619778854.png,565,213.15,7063.791,80,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",4.8,hadayiq baris,3.8,122,,,,,,,,,
83,BURBERRY,Mr.Burberry,https://m.media-amazon.com/images/I/71o-n2QMDxL._AC_UL480_FMwebp_QL65_.jpg,515,199.9,6624.686,100,EDP,Men,Woody,"Sandalwood, Vetiver , Guaiac Wood","Birch Leaf, Nutmeg Oil , Cedar",4.6,Faces,3.9,61,,,,,,,,,
84,Guerlain,Ideal,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_640,h_640/v1721881808/prod/1050067-L1.jpg",560,223,7390.22,100,EDP,Men,Fruity,"Leather, Sandalwood, Tonka Bean","Bulgarian Rose, Cherry, Incense, Vanilla",4.8,Majestueuse,4.8,21,,,,,,,,,
85,GIORGIO ARMANI,Acqua Di Gio,https://m.media-amazon.com/images/I/61KN8Frq8XL._AC_UL480_FMwebp_QL65_.jpg,660,464.9,15406.786,200,EDT,Men,Citrus,"Amber, Oakmoss, Musk, Cedar","Violet, Coriander, Small Coconut, Peach, Rose, Sea Notes, Freesia, Flower Of Love",3.7,Beautiful Live,4.1,7,,,,,,,,,
86,ELIE SAAB,Girl of Now Shine,https://m.media-amazon.com/images/I/51P1-dGh19L._AC_UL480_FMwebp_QL65_.jpg,504,192,6362.88,90,EDP,Women,Arabian,"Iris, Jasmine, Vanilla, Patchouli","Roasted Almonds, Ylang-ylang",5,flower,4.2,98,,,,,,,,,
87,NARCISO RODRIGUEZ,Narciso Rodriguez,https://m.media-amazon.com/images/I/61uPf2iUuXL._AC_UL480_FMwebp_QL65_.jpg,436,215.75,7149.955,50,EDP,Women,Spicy,"Patchouli, Sandalwood","Amber, Musk",4.3,noon,4.2,98.1K,,,,,,,,,
88,Roberto Cavalli,Uomo,https://m.media-amazon.com/images/I/51Pc0FssdlL._AC_UL480_FMwebp_QL65_.jpg,349,126,4175.64,100,EDT,Men,Floral,Cedar,"Honey, Lavender",5,noon,4.2,98.1K,,,,,,,,,
89,MONTBLANC,Emblem Absolu,https://m.media-amazon.com/images/I/51RiD+FLNVL._AC_UL480_FMwebp_QL65_.jpg,395,116,3844.24,100,EDT,Men,Spicy,"Patchouli, Vetiver, Moss","Pink Pepper, Lavender, Fruits, Honey",4.7,Modon,3.9,537,,,,,,,,,
90,LACOSTE,Eau de Lacoste L. 12.12 Noir,https://plummour.com/wp-content/uploads/2021/08/Lacoste-Eau-de-Lacoste-L-12-12-Noir-1.jpg,330,85,2816.9,100,EDT,Men,Spicy,"Dark Chocolate, Cashmeran, Coumarin, Patchouli","Basil, Verbena, Lavender",4.8,Al-Najm,3.7,347,,,,,,,,,
91,Calvin Klein,CKIN2U,https://m.media-amazon.com/images/I/51xixTQ7h6L._AC_UL480_FMwebp_QL65_.jpg,148,82.9,2747.306,100,EDT,Men,Citrus,"Vetiver, Cedar, White Musk",Cacao Pod,5,AMLAQ,3.9,135,,,,,,,,,
92,Roberto Cavalli,Florence,https://m.media-amazon.com/images/I/81G606+d15L._AC_UL480_FMwebp_QL65_.jpg,230,166.8,5527.752,75,EDP,Women,Floral,"Patchouli, Musk, Amber","Orange Blossom, Grapefruit Blossom, Hibiscus Seed",4.6,AMLAQ,3.9,135,,,,,,,,,
93,TOMMY HILFIGER,Tommy Hilfiger,https://m.media-amazon.com/images/I/610zhTXKP5L._AC_UL480_FMwebp_QL65_.jpg,221,124.9,4139.186,100,EDT,Men,Spicy,"Amber, Cactus, Cotton Flower","Cranberry, Rose, Granny Smith Apple",4.1,AMLAQ,3.9,135,,,,,,,,,
94,LE CHAMEAU,Atelier Intense,https://lechameauperfumes.co.uk/cdn/shop/files/Atelier-Intense_900x.jpg?v=1723145474,88,71.25,2361.225,80,EDT,Men,Arabian,"Vetiver, Amber, Musk, Oakmoss","Spicy, Sandalwood, Ceadarwood, Tonka",5,Emper Perfumes,3.5,88,,,,,,,,,
95,LE CHAMEAU,Genesis Oud Malaki,https://fimgs.net/mdimg/perfume/375x500.31160.jpg,73,73,2419.22,100,EDT,Unisex,Arabian,"Musk, Vetiver","Agarwood, Apple, Patchouli, Amber",2,Queen Line,3.8,81,,,,,,,,,
96,AVON,Tomorrow,https://m.media-amazon.com/images/I/71rg2T4dOWL._AC_SX425_.jpg,130,70,2319.8,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,3.7,54,,,,,,,,,
97,Salvatore Ferragamo,Signorina Eleganza,https://m.media-amazon.com/images/I/61Qx+vafQLL._AC_UL480_FMwebp_QL65_.jpg,326,153.3,5080.362,100,EDP,Women,Fruity,"Patchouli, Leather","Almond Powder, Golden Osmanthus Petals",5,noon,4.2,98.1K,,,,,,,,,
98,Carrera,Pour Homme,https://m.media-amazon.com/images/I/614qF3MdtAL._AC_UL480_FMwebp_QL65_.jpg,59,43.5,1441.59,100,EDT,Men,Woody,"Cedar, Tonka Bean, Musk, Leather, Sandalwood, Oakmoss","Anise, Ginger, Cloves, Jasmine",5,KAYA,4.3,4K,,,,,,,,,
99,DORALL COLLECTION,Nashwa,https://m.media-amazon.com/images/I/61puGgGes+L._AC_SX425_.jpg,43,14.2,470.588,100,EDT,Women,Woody,"Amber, patchouli, Vanilla, Musk, Sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",5,B.A.G,3.7,14.1K,,,,,,,,,
100,Calvin Klein,Euphoria,https://m.media-amazon.com/images/I/61X6Jra1zNL._AC_UL480_FMwebp_QL65_.jpg,289,94.55,3133.387,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",4.7,Star.perfume,4.2,537,,,,,,,,,
101,HUGO BOSS,XX,https://down-th.img.susercontent.com/file/b5229c53bd5cb8b420731597a2d212aa,295,158.65,5257.661,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood","Jasmine, Rice, Rose",4.5,Star.perfume,3.9,537,,,,,,,,,
102,Sedr Al-Khaleej Perfumes,Moon Light,https://assets.goldenscent.com/catalog/product/g/o/golden_scent_sedr_alkhaleej_moon_light_100_ml_unisex_6287001952963_2.jpg,55,34.3,1136.702,100,EDP,Women,Citrus,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",5,SEDR,4.2,288,,,,,,,,,
103,Dunhill,Desire,https://cdn.thebeautrium.com/image-product/B0049305.png,230,84.95,2815.243,100,EDT,Men,Fresh,"Vanilla, Musk, Labdanum","Rose, Teakwood, Patchouli",4.2,hadayiq baris,3.8,122,,,,,,,,,
104,Dior,Sauvage,https://m.media-amazon.com/images/I/4140FetAgkL._AC_UL480_FMwebp_QL65_.jpg,1176,240.85,7981.769,100,EDT,Men,Fresh,"Cedar, Labdanum, ambroxan","Geranium, lavender, sichuan, pepper, elemi, pink pepper, Vetiver, patchouli",3.8,ثروة الجمال,3.9,61,,,,,,,,,
105,TRUSSARDI,My Land,https://m.media-amazon.com/images/I/513wvyyuEuL._AC_UL480_FMwebp_QL65_.jpg,300,164,5434.96,100,EDT,Men,Woody,"Leather, Vetiver, Tonka Bean","Lavender, Violet, Calone",4.5,Beautiful Live,4.1,7,,,,,,,,,
106,Dupont,Passenger,https://m.media-amazon.com/images/I/518557-4Y2L._AC_UL480_FMwebp_QL65_.jpg,95,95,3148.3,100,EDT,Men,Woody,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper, Lavender",4.5,Beautiful Live,4.1,7,,,,,,,,,
107,ANGEL SCHLESSER,Essential,https://m.media-amazon.com/images/I/71sg8FfbLlL._AC_UL480_FMwebp_QL65_.jpg,287,103.95,3444.903,100,EDP,Women,Oriental,"Sandal Wood, Musk, Vetiver","Peony, Violet, Freesia, Bulgarian Rose",4.6,noon,4.2,98.1K,,,,,,,,,
108,PACO RABANNE,Pour Homme,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_1920,h_1920/v1655347017/prod/976-L2.jpg",226,136.05,4508.697,100,EDT,Men,Woody,"Honey, Amber, Musk, Oakmoss","Tonka Bean, Lavender, Geranium",4.5,noon,4.2,98.1K,,,,,,,,,
109,MONTBLANC,Starwalker,https://m.media-amazon.com/images/I/81I5-Pd8XGL._AC_UL480_FMwebp_QL65_.jpg,240,125.55,4160.727,75,EDT,Men,Woody,"Ginger, Fir Resin, Nutmeg, Amber","Sandalwood, White Musk, Cedar",5,noon,4.2,98.1K,,,,,,,,,
110,DORALL COLLECTION,Classic Black,https://m.media-amazon.com/images/I/5199sl-OrwL._AC_UL480_FMwebp_QL65_.jpg,9,8.8,291.632,100,EDT,Men,Fresh,"Chocolate,Cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4,the beauty,3.9,538,,,,,,,,,
111,S.T.Dupont,Essence Pure,https://m.media-amazon.com/images/I/51t-ddWRGGL._AC_UL480_FMwebp_QL65_.jpg,215,84.6,2803.644,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla, Cedar","Jasmine, Rose",4.4,the beauty,4.1,538,,,,,,,,,
112,S.T.Dupont,Passenger Spray,https://i.ebayimg.com/images/g/yPIAAOSwliFcBRF8/s-l1600.webp,220,124.7,4132.558,100,EDP,Women,Fruity,"Sandalwood, Musk","Redolent with Cyclamen, Gardenia, Rose, Iris",5,AMLAQ,3.9,135,,,,,,,,,
113,DAVIDOFF,Zino,https://m.media-amazon.com/images/I/71xptACdooL._AC_UL480_FMwebp_QL65_.jpg,116,81.55,2702.567,125,EDT,Men,Woody,"Tonka Bean, Sandal, Amber, Cedar, Patchouli, Vanilla","Muguet, Rose, Jasmine, Geranium",3.4,AMLAQ,3.9,135,,,,,,,,,
114,Ajmal,Evoke,https://m.media-amazon.com/images/I/61DbvDrpKKL._AC_UL480_FMwebp_QL65_.jpg,150.05,150.05,4972.657,75,EDP,Women,Floral,"Patchouli, Vanilla, Moss","Jasmine, Rose, Orris",5,BOUTIQUE PERFUMES,4.3,118,,,,,,,,,
115,Guerlain,Idylle,https://m.media-amazon.com/images/I/41QUhczW4tL._AC_UL480_FMwebp_QL65_.jpg,725,259.7,8606.458,100,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",5,ثروة الجمال,3.8,76,,,,,,,,,
116,CHOPARD,Wish,https://m.media-amazon.com/images/I/5137V9RNAuL._AC_UL480_FMwebp_QL65_.jpg,182,96,3181.44,75,EDP,Women,Oriental,"Patchouli, Caramel, Amber, Sandalwood, Vanilla","Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus, Magnolia",4.8,Dior Fragrances,3.9,69,,,,,,,,,
117,PACO RABANNE,Olympêa,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_OLYMPEA-80ml_01_2dfe2fb65a5348f65a18ba96a9e25da0e021325b_1619266439.png,455,150,4971,80,EDP,Women,Floral,"Sandalwood, Cashmere Wood, Ambergris",Vanilla,4.5,Asrar Aljamal,3.8,61,,,,,,,,,
118,CHOPARD,Happy Spirit,https://m.media-amazon.com/images/I/51fqRHe6zZL._AC_UL480_FMwebp_QL65_.jpg,230,152.15,5042.251,75,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",4.4,noon,4.2,98.1K,,,,,,,,,
119,CARTIER,Pasha de Cartier,https://m.media-amazon.com/images/I/61ufLUdgdWL._AC_UL480_FMwebp_QL65_.jpg,290,185.25,6139.185,100,EDT,Men,Aromatic,"Oakmoss, Sandalwood, Patchouli, Labdanum","Coriander, Brazilian Rosewood",4.3,noon,4.2,98.1K,,,,,,,,,
120,PACO RABANNE,Olympea,https://m.media-amazon.com/images/I/51Ec9QCWqWL._AC_UL480_FMwebp_QL65_.jpg,458,134,4440.76,80,EDP,Women,Floral,"Cashmere Wood, Sandalwood, Ambergris",Salted Vanilla,4,Number One,4.2,1.3K,,,,,,,,,
121,jennifer lopez,Live,https://m.media-amazon.com/images/I/51Z5pNFSH3L._AC_SX425_.jpg,161,104,3446.56,100,EDP,Women,Fruity,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel","Uity Red Currant Blossoms, Violet",5,Star.perfume,3.9,537,,,,,,,,,
122,Yves Saint Laurent,Black Opium Nuit Blanche,https://m.media-amazon.com/images/I/61SzkobJClL._AC_UL480_FMwebp_QL65_.jpg,620,266.9,8845.066,90,EDP,Women,Spicy,"Vanilla, Orchid, Sandalwood, White Musk","Orange Blossom Absolute, Black Opium Coffee",4.5,Al-Najm,3.7,347,,,,,,,,,
123,Calvin Klein,Euphoria Intense,https://down-th.img.susercontent.com/file/d6cd66fa3259c1c575fbcfcdd44b788d@resize_w450_nl.webp,440,99,3280.86,100,EDT,Men,Spicy,"Cashmere Wood, Vanilla, Amber, Sandalwood","Black Basil, Sage, Cedar, Vetiver",4.2,Al-Najm,3.7,347,,,,,,,,,
124,PACO RABANNE,Paco Rabanne,https://www.worldshop.eu/medias/img/8930801680414_w1260_1760922864/rabanne-paco-eau-de-toilette-100ml.webp,250,133.7,4430.818,100,EDT,Men,Woody,"Tobacco, Oakmoss, Musk","Lavender, Thyme, Tarragon",4.4,AMLAQ,3.9,135,,,,,,,,,
125,Ajmal,Sacrifice,https://m.media-amazon.com/images/I/51uHn7fI6rL._AC_UL480_FMwebp_QL65_.jpg,75.9,75.9,2515.326,50,EDP,Women,Floral,"Woody, Oriental, Musk","Floral, Musky",4.5,neo lek,3.5,88,,,,,,,,,
126,BVLGARI,Petits Et Mamans,https://m.media-amazon.com/images/I/6130MpeH1aL._AC_SY355_.jpg,327,197.75,6553.435,100,EDT,Women,Floral,"Iris, Vanilla",White Peach,4.8,Tiffany,4.2,75,,,,,,,,,
127,Ferrari,Scuderia Black,https://m.media-amazon.com/images/I/81mXE651D-L._AC_UL480_FMwebp_QL65_.jpg,163,98.5,3264.29,125,EDT,Men,Fruity,"Cedar, Amber, Musk, Vanilla","Cardamom, Cinnamon, Rose, Jasmine",4,Beauty Gallery,3.7,59,,,,,,,,,
128,TRUSSARDI,My Name,https://m.media-amazon.com/images/I/41xp1Ej2P-L._AC_UL480_FMwebp_QL65_.jpg,308,228,7555.92,50,EDP,Women,Floral,"Amber, Vanilla","Lilac, Musk",4.6,Beautiful Live,4.2,7,,,,,,,,,
129,VERSACE,Crystal Noir,,342,183.45,6079.533,50,EDT,Women,Arabian,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",3.9,noon,4.2,98.1K,,,,,,,,,
130,Calvin Klein,Intense Euphoria,https://down-th.img.susercontent.com/file/d6cd66fa3259c1c575fbcfcdd44b788d@resize_w450_nl.webp,290,109.95,3643.743,100,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",4.4,noon,4.2,98.1K,,,,,,,,,
131,PACO RABANNE,One Million Lucky,https://m.media-amazon.com/images/I/514SsJHW5eL._AC_UL480_FMwebp_QL65_.jpg,435,257.15,8521.951,100,EDT,Men,Woody,"Cedar, patchouli, Amber, Vanilla","Hazelnut, Cedar, Jasmine",4.7,noon,4.2,98.1K,,,,,,,,,
132,HERMES,Terre D' Hermes,https://m.media-amazon.com/images/I/51PM-bcikeL._AC_UL480_FMwebp_QL65_.jpg,474,173,5733.22,100,EDT,Men,Citrus,"Woody, Patchouli, Cedar",geranium,3.9,Boutique Wareef,4.2,98.1K,,,,,,,,,
133,Alrehab,Anfas Aloud,https://m.media-amazon.com/images/I/61slObWk3HL._AC_UL480_FMwebp_QL65_.jpg,215,85.5,2833.47,60,EDP,Unisex,Arabian,Oud,bergamot,5,Parisian Store,4.1,425,,,,,,,,,
134,EMPORIO ARMANI,Because It's You,https://m.media-amazon.com/images/I/61grC1L4N7L._AC_UL480_FMwebp_QL65_.jpg,483,154.7,5126.758,100,EDP,Women,Floral,"Musk, Vanilla, Amber",Rose,4.9,Al-Najm,3.7,347,,,,,,,,,
135,Genie,London Burberry,https://m.media-amazon.com/images/I/61Z7Stg1TBL._AC_UL480_FMwebp_QL65_.jpg,29,14.95,495.443,25,EDP,Women,Floral,"Wood, Musk","Jasmine, Tiare Flower, Soft Peony",4.7,moon perfume,3.7,199,,,,,,,,,
136,Roberto Cavalli,Women,https://m.media-amazon.com/images/I/81mOdcSEWHL._AC_UL480_FMwebp_QL65_.jpg,430,103,3413.42,75,EDP,Women,Arabian,"Benzoin,Tonka Bean,Vanilla",Orange Tree Blossom,5,rich&light,3.8,69,,,,,,,,,
137,LALIQUE,Lalique,https://m.media-amazon.com/images/I/61CxwlSwWUL._AC_UL480_FMwebp_QL65_.jpg,541,249,8251.86,100,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",4.4,Faces,3.9,61,,,,,,,,,
138,Franck Olivier,Oud Touch,https://m.media-amazon.com/images/I/51xGx2nlXsL._AC_UL480_FMwebp_QL65_.jpg,93,93,3082.02,100,EDP,Men,Woody,"Amber, Musk, Vanilla","Violet, Patchouli, Rose, Jasmine, Olibanum",5,Faces,3.9,61,,,,,,,,,
139,Elizabeth Arden,5th Avenue,https://m.media-amazon.com/images/I/614SqPNsmAL._AC_UL480_FMwebp_QL65_.jpg,155,93,3082.02,75,EDP,Women,Floral,"Amber, Musk, Sandalwood, Iris, Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation, Nutmeg",4,Ryhana Perfume,4.2,25,,,,,,,,,
140,ELIE SAAB,Girl Of Now,https://m.media-amazon.com/images/I/51Jlo7T3d-L._AC_UL480_FMwebp_QL65_.jpg,561,250,8285,90,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka Bean, Almod milk","Orange Blossom,Magnoli,Almond",4.5,Beuatyone1,3.5,98,,,,,,,,,
141,PACO RABANNE,One Million,https://m.media-amazon.com/images/I/61YHLQAz21L._AC_UL480_FMwebp_QL65_.jpg,426,287.95,9542.663,200,EDT,Men,Woody,"Blonde Leather, Patchouli, Amber","Rose Absolute, Cinnamon Spices",5,noon100 % original genuine product,4.2,98.1K,,,,,,,,,
142,cacharel,Noa,https://m.media-amazon.com/images/I/41ThA51h+hL._AC_UL480_FMwebp_QL65_.jpg,299,154.75,5128.415,100,EDT,Women,Fresh,"Woodsy transparent with coffee, incense touches","White flowers, ylang-ylang, rose",4.5,Star.perfume,3.9,537,,,,,,,,,
143,GUESS,Seductive Homme,https://m.media-amazon.com/images/I/618jFXyXmwL._AC_UL480_FMwebp_QL65_.jpg,134,91.75,3040.595,100,EDT,Men,Spicy,"Musk, Sandalwood, Patchouli, Amber","Vetiver, Violet Leaf, Orchid",4.5,Star.perfume,3.9,537,,,,,,,,,
144,Al Fakhr,Ameer Al Oud Khususi,https://m.media-amazon.com/images/I/511U3gGFAnL._AC_SX425_.jpg,28,12,397.68,100,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedar","Black Pepper, Cardamom",4.1,kikup,3.9,425,,,,,,,,,
145,Givenchy,Pour Homme,,219,117,3877.38,100,EDT,Men,Spicy,"Labdanum, Ceder","Vetiver, Lavender",4.4,Al-Najm,3.7,347,,,,,,,,,
146,Rasasi,Blue,https://m.media-amazon.com/images/I/51D5BIQ4ozL._AC_UL480_FMwebp_QL65_.jpg,36.95,36.95,1224.523,100,EDT,Men,Spicy,"Amber, Woody","Geranium, Rose, Coriander, Pepper, Jasmine",5,hadayiq baris,3.8,122,,,,,,,,,
147,GIORGIO ARMANI,Eau Pour Homme Reno 2013,https://www.ourshopee.com/ourshopee-img/ourshopee_products/587135854Giorgio-Armani-Eau-Pour-Homme-Reno-2013-EDT-100-ml.jpg,361,186,6164.04,50,EDT,Men,Citrus,"Patchouli, Oakmoss, Sandalwood","Cloves, Lily, Nutmeg",4.7,MOON LIGHT,3.8,76,,,,,,,,,
148,LACOSTE,Touch Of Pink,https://m.media-amazon.com/images/I/61DzF+8Mp4L._AC_UL480_FMwebp_QL65_.jpg,238,95,3148.3,50,EDT,Women,Floral,"Woody, Musk, Vanilla","Jasmine, Unexpected Carrot, Spicy Coriander",4.6,Cute Shop,4.4,59,,,,,,,,,
149,GUESS,Gold,https://m.media-amazon.com/images/I/61HceuJXAGL._AC_UL480_FMwebp_QL65_.jpg,341,119,3943.66,75,EDP,Women,Floral,"Sandalwood, Patchouli, Amber, Vetiver, Musk","Jasmine, Lotus, Intoxicating Seductress Rose",4.9,Beautiful Live,4.2,7,,,,,,,,,
150,BVLGARI,Goldea The Roman Night,https://m.media-amazon.com/images/I/81Bu5XXNvXL._AC_UL480_FMwebp_QL65_.jpg,530,229.25,7597.345,75,EDP,Women,Floral,"Patchouli,Musk,Vetiver,Moss","Black Peony,Night-Blooming Jasmine,Rose,Tuberose",4.7,noon,4.2,98.1K,,,,,,,,,
151,LACOSTE,Lacoste,,368,115,3811.1,100,EDT,Men,Citrus,"Cedar, Woody, Amber, Vanilla, Musk","Black Pepper, Ginger, Jasmine, Almond",4.6,noon,4.2,98.1K,,,,,,,,,
152,Guerlain,Samsara,https://m.media-amazon.com/images/I/61GginOKE6L._AC_UL480_FMwebp_QL65_.jpg,400,221.45,7338.853,100,EDP,Women,Arabian,"Sandal Wood, Vanilla, Tonka Bean, Amber, Musk","Jasmine, Cold Woodsy Iris, Luscious Narcissus, Violet, Rose",4.7,noon,4.2,98.1K,,,,,,,,,
153,HUGO BOSS,The Scent,https://m.media-amazon.com/images/I/51fbifMyLjL._AC_UL480_FMwebp_QL65_.jpg,535,155,5136.7,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K,,,,,,,,,
154,JAGUAR,Classic Gold,https://m.media-amazon.com/images/I/61IS9klq5nL._AC_UL480_FMwebp_QL65_.jpg,118,79.95,2649.543,100,EDT,Men,Woody,"Patchouli,Vanilla,Musk","Orange Blossom,Teak Wood",4.7,Star.perfume,3.9,537,,,,,,,,,
155,Franck Olivier,Frank Olivier,,139,87,2883.18,75,EDP,Women,Musk,"Musk, Sandalwood, Vanilla","Jasmine, Ylang-Ylang, Heliotrope, Rose",4.7,AMLAQ,3.9,135,,,,,,,,,
156,CHOPARD,Happy Spirit Forever,https://m.media-amazon.com/images/I/61-ITeDC4yL._AC_UL480_FMwebp_QL65_.jpg,440,98.1,3251.034,75,EDP,Women,Oriental,"Patchouli, Amber","Rosemary, Jasmine, Orange Blossom",4.9,AMLAQ,3.9,135,,,,,,,,,
157,PACO RABANNE,Million,https://m.media-amazon.com/images/I/61eYsmpRlAL._AC_UL480_FMwebp_QL65_.jpg,295,166.5,5517.81,50,EDP,Women,Fresh,"Honey, Patchouli","Orange Flower Absolute, Jasmine Absolute",5,Number One,4.3,118,,,,,,,,,
158,Pino Silvestre,Pino Silvester Original,https://m.media-amazon.com/images/I/81n43sAvdkL._AC_UL480_FMwebp_QL65_.jpg,72.5,72.5,2402.65,125,EDT,Men,Woody,"Amber, Cedar, Musk, Tonka Bean, Moss","Spicy Notes Of Carnation, Nutmeg, Geranium, Thyme, Fir Tree",5,neo lek,3.5,88,,,,,,,,,
159,MONTALE,Roses Musk,https://m.media-amazon.com/images/I/51Kj0URq4AL._AC_UL480_FMwebp_QL65_.jpg,375,237.9,7884.006,100,EDP,Women,Floral,Musk,Jasmine,5,Lolita ShopNo Exchange or Return,3.5,75,,,,,,,,,
160,Kenneth Cole,Black,https://m.media-amazon.com/images/I/51n2RPS9ZQL._AC_UL480_FMwebp_QL65_.jpg,315,177.9,5895.606,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf, Suede","Nutmeg, Incense, Cedar, Lotus, Exotic Woods",4.5,Alabeer,3.9,33,,,,,,,,,
161,MONTBLANC,Legend,https://m.media-amazon.com/images/I/61IJbLMmD+L._AC_UL480_FMwebp_QL65_.jpg,445,214.55,7110.187,200,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oakmoss, Geranium, Rose, Red Apple, Dried Fruits",4.5,noon,4.2,98.1K,,,,,,,,,
162,Calvin Klein,Obsession,https://m.media-amazon.com/images/I/61Rp3wxWYBL._AC_UL480_FMwebp_QL65_.jpg,231,120,3976.8,125,EDT,Men,Spicy,"Amber, Sandalwood, Patchouli, Vanilla, Musk","Brazilian Rosewood, Sage, Myrrh, Pine Tree, Nutmeg",3,noon,4.2,98.1K,,,,,,,,,
163,Lattafa,Sheikh Al Shuyukh,https://m.media-amazon.com/images/I/51iikP-f2zL._AC_UL480_FMwebp_QL65_.jpg,63,32.75,1085.335,50,EDP,Unisex,Aromatic,"Vetiver, Patchouli","Lavender Sage, Rosemary",4.8,noon,4.2,98.1K,,,,,,,,,
164,Dolce & Gabbana,The One,https://m.media-amazon.com/images/I/61qVrfSoBXL._AC_UL480_FMwebp_QL65_.jpg,100,100,3314,75,EDP,Women,Fruity,"Tobacco, Amber, Cedar","Orange Blossom, Ginger, Cardamom",5,Asrar Aljamal,3.9,537,,,,,,,,,
165,Kenzo,World Intense,https://m.media-amazon.com/images/I/51lClyuB9UL._AC_UL480_FMwebp_QL65_.jpg,500,149.75,4962.715,75,EDP,Women,Spicy,Vanilla,"Jasmine, Peony",4,Star.perfume,3.9,537,,,,,,,,,
166,Dolce & Gabbana,L' Imperatrice 3,https://m.media-amazon.com/images/I/51I9DaDjO4L._AC_UL480_FMwebp_QL65_.jpg,370,157.7,5226.178,100,EDT,Women,Fruity,"Lemon Tree, Musk, Sandalwood","Watermelon, Cyclamen, Jasmine",4.7,AMLAQ,3.9,135,,,,,,,,,
167,JAGUAR,Vision II,https://m.media-amazon.com/images/I/51JHVGi0tYL._AC_UL480_FMwebp_QL65_.jpg,141,73.8,2445.732,100,EDT,Men,Fruity,"Cedar, Musk, Patchouli, Woody","Geranium, Pepper, Sea Notes",5,Parvant Store,3.5,76,,,,,,,,,
168,Mariah Carey,Forever,https://m.media-amazon.com/images/I/61s6sReyksL._AC_UL480_FMwebp_QL65_.jpg,197,126,4175.64,100,EDP,Women,Floral,"Musk, Woody","Gardenia, Tuberose",4,perfumes--addresses,4.4,59,,,,,,,,,
169,BURBERRY,Brit Splash,https://m.media-amazon.com/images/I/71SRUNBkJrS._AC_UL480_FMwebp_QL65_.jpg,278,194,6429.16,100,EDT,Men,Fresh,"Moss, Musk, Vetiver","Cyclamen, Violet, Water Notes",4.6,Chansles,3.9,33,,,,,,,,,
170,PRADA,Amber Intense,https://fimgs.net/mdimg/perfume/375x500.11240.jpg,324,321.95,10669.423,100,EDP,Men,Spicy,Amber,Vanilla,4.4,Ryhana Perfume,4.2,25,,,,,,,,,
